@relation Hailfinder

@attribute WindFieldMt {Westerly,LVorOther}
@attribute MorningCIN {None,PartInhibit,Stifling,TotalInhibit}
@attribute VISCloudCov {Cloudy,PC,Clear}
@attribute IRCloudCover {Cloudy,PC,Clear}
@attribute AMInstabMt {None,Weak,Strong}
@attribute R5Fcst {NIL,SIG,SVR}
@attribute MountainFcst {NIL,SIG,SVR}
@attribute MeanRH {VeryMoist,Average,Dry}
@attribute MidLLapse {CloseToDryAd,Steep,ModerateOrLe}
@attribute RHRatio {MoistMDryL,DryMMoistL,Other}
@attribute LoLevMoistAd {StrongPos,WeakPos,Neutral,Negative}
@attribute LowLLapse {CloseToDryAd,Steep,ModerateOrLe,Stable}
@attribute MvmtFeatures {StrongFront,MarkedUpper,OtherRapid,NoMajor}
@attribute TempDis {QStationary,Moving,None,Other}
@attribute WindAloft {LV,SWQuad,NWQuad,AllElse}
@attribute AMCINInScen {LessThanAve,Average,MoreThanAve}
@attribute CapChange {Decreasing,LittleChange,Increasing}
@attribute SynForcng {SigNegative,NegToPos,SigPositive,PosToNeg,LittleChange}
@attribute SatContMoist {VeryWet,Wet,Neutral,Dry}
@attribute RaoContMoist {VeryWet,Wet,Neutral,Dry}
@attribute CombMoisture {VeryWet,Wet,Neutral,Dry}
@attribute LatestCIN {None,PartInhibit,Stifling,TotalInhibit}
@attribute LLIW {Unfavorable,Weak,Moderate,Strong}
@attribute Date {May15_Jun14,Jun15_Jul1,Jul2_Jul15,Jul16_Aug10,Aug11_Aug20,Aug20_Sep15}
@attribute WindFieldPln {LV,DenvCyclone,LongAnticyc,E_NE,SEQuad,WidespdDnsl}
@attribute Dewpoints {LowEvrywhere,LowAtStation,LowSHighN,LowNHighS,LowMtsHighPl,HighEvrywher,Other}
@attribute SfcWndShfDis {DenvCyclone,E_W_N,E_W_S,MovingFtorOt,DryLine,None,Other}
@attribute InsChange {Decreasing,LittleChange,Increasing}
@attribute MorningBound {None,Weak,Strong}
@attribute OutflowFrMt {None,Weak,Strong}
@attribute WndHodograph {DCVZFavor,StrongWest,Westerly,Other}
@attribute N34StarFcst {NIL,SIG,SVR}
@attribute AreaMoDryAir {VeryWet,Wet,Neutral,Dry}
@attribute CombClouds {Cloudy,PC,Clear}
@attribute ScenRelAMCIN {AB,CThruK}
@attribute LIfr12ZDENSd {LIGt0,N1GtLIGt_4,N5GtLIGt_8,LILt_8}
@attribute AMDewptCalPl {Instability,Neutral,Stability}
@attribute AMInsWliScen {LessUnstable,Average,MoreUnstable}
@attribute N0_7muVerMo {StrongUp,WeakUp,Neutral,Down}
@attribute SubjVertMo {StronUp,WeakUp,Neutral,Down}
@attribute QGVertMotion {StrongUp,WeakUp,Neutral,Down}
@attribute CombVerMo {StrongUp,WeakUp,Neutral,Down}
@attribute AreaMeso_ALS {StrongUp,WeakUp,Neutral,Down}
@attribute CldShadeOth {Cloudy,PC,Clear}
@attribute Boundaries {None,Weak,Strong}
@attribute CldShadeConv {None,Some,Marked}
@attribute InsInMt {None,Weak,Strong}
@attribute ScenRel3_4 {ACEFK,B,D,GJ,HI}
@attribute ScenRelAMIns {ABI,CDEJ,F,G,H,K}
@attribute CompPlFcst {IncCapDecIns,LittleChange,DecCapIncIns}
@attribute CurPropConv {None,Slight,Moderate,Strong}
@attribute Scenario {A,B,C,D,E,F,G,H,I,J,K}
@attribute CapInScen {LessThanAve,Average,MoreThanAve}
@attribute InsSclInScen {LessUnstable,Average,MoreUnstable}
@attribute ScnRelPlFcst {A,B,C,D,E,F,G,H,I,J,K}
@attribute PlainsFcst {NIL,SIG,SVR}

@data
LVorOther,PartInhibit,PC,PC,Weak,SIG,SIG,Average,CloseToDryAd,Other,Negative,Stable,NoMajor,None,LV,LessThanAve,LittleChange,SigNegative,Neutral,Neutral,Neutral,PartInhibit,Weak,Jun15_Jul1,DenvCyclone,LowMtsHighPl,DenvCyclone,Decreasing,None,Weak,DCVZFavor,NIL,Neutral,PC,AB,N5GtLIGt_8,Stability,Average,Down,StronUp,WeakUp,Neutral,Neutral,PC,Weak,Marked,Strong,B,ABI,LittleChange,None,B,LessThanAve,Average,B,NIL
Westerly,PartInhibit,Clear,Cloudy,None,NIL,NIL,Dry,Steep,MoistMDryL,Negative,CloseToDryAd,NoMajor,None,SWQuad,LessThanAve,Increasing,SigNegative,VeryWet,VeryWet,Wet,Stifling,Weak,Aug20_Sep15,LV,Other,DryLine,Increasing,Weak,None,StrongWest,NIL,VeryWet,PC,CThruK,N1GtLIGt_4,Stability,Average,WeakUp,Down,Neutral,Neutral,Neutral,Cloudy,Weak,None,None,ACEFK,CDEJ,IncCapDecIns,None,E,LessThanAve,Average,E,NIL
LVorOther,Stifling,PC,PC,Weak,NIL,NIL,Average,Steep,MoistMDryL,Neutral,CloseToDryAd,StrongFront,Moving,AllElse,Average,Increasing,LittleChange,VeryWet,Wet,Wet,None,Weak,Jul16_Aug10,SEQuad,LowEvrywhere,None,Increasing,Weak,None,DCVZFavor,NIL,VeryWet,PC,CThruK,N5GtLIGt_8,Instability,MoreUnstable,StrongUp,StronUp,Neutral,StrongUp,StrongUp,Cloudy,Strong,Some,Weak,D,CDEJ,IncCapDecIns,Slight,D,MoreThanAve,MoreUnstable,D,NIL
Westerly,TotalInhibit,PC,Clear,None,NIL,NIL,VeryMoist,Steep,DryMMoistL,WeakPos,Steep,MarkedUpper,Other,SWQuad,MoreThanAve,Decreasing,PosToNeg,Dry,Neutral,Dry,TotalInhibit,Strong,Jul2_Jul15,DenvCyclone,LowMtsHighPl,DenvCyclone,Increasing,Weak,None,Westerly,NIL,Neutral,Clear,AB,N1GtLIGt_4,Instability,MoreUnstable,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Clear,Strong,None,None,ACEFK,ABI,DecCapIncIns,Slight,A,Average,MoreUnstable,A,NIL
Westerly,TotalInhibit,PC,PC,Weak,SIG,SIG,Average,ModerateOrLe,DryMMoistL,StrongPos,ModerateOrLe,NoMajor,Other,LV,MoreThanAve,LittleChange,NegToPos,VeryWet,Neutral,Wet,None,Moderate,Aug20_Sep15,SEQuad,Other,DenvCyclone,Increasing,Strong,Weak,DCVZFavor,NIL,Neutral,PC,AB,LILt_8,Instability,MoreUnstable,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,Strong,Some,Strong,B,ABI,LittleChange,Strong,B,MoreThanAve,MoreUnstable,B,NIL
LVorOther,None,Clear,Clear,None,SIG,SIG,Average,Steep,DryMMoistL,Neutral,Steep,NoMajor,None,AllElse,LessThanAve,LittleChange,LittleChange,VeryWet,Dry,VeryWet,None,Weak,Jul2_Jul15,DenvCyclone,HighEvrywher,DenvCyclone,Decreasing,Weak,None,DCVZFavor,NIL,Wet,Clear,AB,N1GtLIGt_4,Instability,Average,StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Clear,Weak,None,Weak,B,ABI,LittleChange,None,B,LessThanAve,LessUnstable,B,NIL
Westerly,PartInhibit,Clear,PC,Weak,SVR,NIL,Average,CloseToDryAd,Other,WeakPos,ModerateOrLe,MarkedUpper,QStationary,SWQuad,LessThanAve,LittleChange,PosToNeg,Dry,Neutral,Dry,PartInhibit,Strong,Jun15_Jul1,SEQuad,LowMtsHighPl,MovingFtorOt,Increasing,Weak,None,Other,SVR,Dry,Cloudy,AB,LIGt0,Instability,Average,Down,Neutral,WeakUp,Down,Down,Cloudy,Weak,None,Strong,ACEFK,ABI,LittleChange,Moderate,A,LessThanAve,MoreUnstable,A,SVR
LVorOther,PartInhibit,PC,Cloudy,Weak,SVR,SVR,Dry,CloseToDryAd,DryMMoistL,WeakPos,ModerateOrLe,NoMajor,Moving,LV,Average,Increasing,NegToPos,Wet,Wet,Neutral,TotalInhibit,Unfavorable,May15_Jun14,DenvCyclone,HighEvrywher,DenvCyclone,Increasing,None,Strong,DCVZFavor,SIG,Neutral,Cloudy,AB,N5GtLIGt_8,Instability,MoreUnstable,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,Strong,Some,Strong,B,ABI,IncCapDecIns,None,B,MoreThanAve,MoreUnstable,B,SIG
Westerly,PartInhibit,Cloudy,Cloudy,Weak,SIG,SIG,Average,Steep,Other,Negative,Stable,StrongFront,None,LV,Average,LittleChange,SigNegative,Neutral,VeryWet,VeryWet,None,Strong,May15_Jun14,WidespdDnsl,LowSHighN,DenvCyclone,Decreasing,None,Strong,StrongWest,NIL,VeryWet,Cloudy,CThruK,N5GtLIGt_8,Instability,MoreUnstable,Neutral,Neutral,StrongUp,Neutral,Neutral,Cloudy,Weak,Marked,Strong,ACEFK,K,LittleChange,Strong,K,Average,MoreUnstable,K,NIL
LVorOther,None,PC,PC,Weak,SIG,SIG,VeryMoist,ModerateOrLe,MoistMDryL,StrongPos,ModerateOrLe,NoMajor,Other,LV,LessThanAve,Decreasing,NegToPos,Neutral,Neutral,Neutral,None,Moderate,Aug20_Sep15,LV,LowAtStation,None,Increasing,Strong,Strong,DCVZFavor,NIL,Neutral,PC,CThruK,N1GtLIGt_4,Stability,LessUnstable,Neutral,StronUp,StrongUp,WeakUp,WeakUp,PC,Strong,Some,Strong,GJ,CDEJ,DecCapIncIns,Strong,J,LessThanAve,Average,J,NIL
LVorOther,PartInhibit,Clear,PC,Weak,SVR,SIG,Average,ModerateOrLe,Other,Negative,CloseToDryAd,NoMajor,Moving,AllElse,Average,Increasing,PosToNeg,Neutral,Dry,Dry,None,Unfavorable,Jul16_Aug10,DenvCyclone,LowMtsHighPl,DenvCyclone,LittleChange,Weak,Strong,DCVZFavor,SVR,Dry,PC,AB,LILt_8,Stability,MoreUnstable,Down,Down,Neutral,Down,Down,Clear,Strong,Marked,Strong,B,ABI,IncCapDecIns,None,B,Average,MoreUnstable,B,SVR
LVorOther,PartInhibit,PC,Clear,None,SIG,NIL,Dry,Steep,MoistMDryL,WeakPos,Stable,NoMajor,None,LV,Average,LittleChange,LittleChange,Dry,Dry,Neutral,PartInhibit,Weak,Aug11_Aug20,LongAnticyc,HighEvrywher,MovingFtorOt,Increasing,None,None,Westerly,SIG,Dry,PC,CThruK,LILt_8,Neutral,MoreUnstable,Down,Neutral,Neutral,Down,Down,Clear,Weak,None,None,GJ,CDEJ,LittleChange,None,J,Average,MoreUnstable,J,SIG
Westerly,PartInhibit,Clear,Cloudy,Weak,NIL,NIL,Dry,Steep,Other,Negative,Steep,MarkedUpper,None,AllElse,Average,Increasing,LittleChange,VeryWet,Neutral,VeryWet,PartInhibit,Weak,Jul16_Aug10,LongAnticyc,LowEvrywhere,None,Decreasing,None,Weak,DCVZFavor,NIL,Neutral,Cloudy,CThruK,N1GtLIGt_4,Instability,MoreUnstable,Down,WeakUp,Neutral,Down,Down,Cloudy,None,Some,Weak,GJ,G,IncCapDecIns,Slight,G,MoreThanAve,LessUnstable,G,NIL
Westerly,PartInhibit,Clear,PC,None,SIG,NIL,Dry,ModerateOrLe,DryMMoistL,Negative,Steep,NoMajor,Moving,NWQuad,Average,Increasing,SigNegative,Neutral,Neutral,Neutral,None,Strong,May15_Jun14,SEQuad,LowNHighS,Other,LittleChange,Weak,None,DCVZFavor,SIG,Neutral,Clear,CThruK,N1GtLIGt_4,Stability,MoreUnstable,StrongUp,WeakUp,Down,Neutral,Neutral,Clear,Strong,None,None,ACEFK,K,IncCapDecIns,Strong,K,MoreThanAve,MoreUnstable,K,SIG
LVorOther,PartInhibit,PC,PC,Strong,SIG,SIG,Dry,CloseToDryAd,DryMMoistL,Neutral,Stable,NoMajor,None,LV,Average,LittleChange,LittleChange,Neutral,Neutral,Neutral,None,Moderate,Aug20_Sep15,DenvCyclone,LowAtStation,DryLine,Increasing,None,Strong,StrongWest,NIL,Wet,PC,CThruK,N5GtLIGt_8,Stability,Average,Down,StronUp,Neutral,WeakUp,WeakUp,PC,Weak,Marked,Strong,GJ,CDEJ,LittleChange,Moderate,J,Average,MoreUnstable,J,NIL
LVorOther,PartInhibit,PC,PC,Strong,NIL,NIL,VeryMoist,ModerateOrLe,Other,Neutral,Stable,MarkedUpper,Moving,AllElse,LessThanAve,Decreasing,SigPositive,Neutral,Dry,Wet,PartInhibit,Weak,May15_Jun14,E_NE,Other,MovingFtorOt,Increasing,Weak,Weak,StrongWest,NIL,VeryWet,Clear,CThruK,LIGt0,Instability,LessUnstable,StrongUp,StronUp,WeakUp,StrongUp,StrongUp,Clear,None,Marked,Strong,HI,H,DecCapIncIns,Moderate,H,LessThanAve,LessUnstable,H,NIL
LVorOther,PartInhibit,Clear,Clear,Weak,SIG,SIG,VeryMoist,ModerateOrLe,Other,Neutral,ModerateOrLe,NoMajor,None,AllElse,Average,LittleChange,SigNegative,Wet,Wet,Wet,None,Moderate,Jul16_Aug10,LV,HighEvrywher,None,LittleChange,None,Strong,StrongWest,SIG,VeryWet,Clear,CThruK,N5GtLIGt_8,Stability,LessUnstable,WeakUp,StronUp,Neutral,StrongUp,StrongUp,Clear,Strong,Marked,Strong,ACEFK,F,LittleChange,Strong,F,Average,LessUnstable,F,SIG
Westerly,PartInhibit,PC,Clear,None,SVR,SIG,Average,CloseToDryAd,Other,WeakPos,ModerateOrLe,MarkedUpper,Moving,NWQuad,MoreThanAve,LittleChange,LittleChange,Neutral,Neutral,Wet,None,Weak,May15_Jun14,DenvCyclone,LowMtsHighPl,None,Increasing,Weak,Strong,StrongWest,SVR,Wet,PC,CThruK,N1GtLIGt_4,Stability,LessUnstable,Down,Neutral,Neutral,Neutral,Neutral,Clear,Strong,Marked,Strong,D,CDEJ,LittleChange,Moderate,D,MoreThanAve,MoreUnstable,D,SVR
Westerly,PartInhibit,Clear,Clear,Strong,SVR,SIG,Average,Steep,DryMMoistL,Neutral,Stable,StrongFront,None,AllElse,Average,Increasing,SigPositive,Dry,Wet,Wet,PartInhibit,Weak,Jun15_Jul1,LV,Other,None,Increasing,None,Strong,StrongWest,SVR,Neutral,Clear,CThruK,LILt_8,Instability,MoreUnstable,Down,Down,Down,Down,Down,Clear,Weak,Marked,Strong,ACEFK,K,IncCapDecIns,Slight,K,MoreThanAve,MoreUnstable,K,SVR
Westerly,PartInhibit,Clear,Clear,Strong,SVR,SVR,Average,Steep,MoistMDryL,Negative,Stable,NoMajor,None,AllElse,LessThanAve,Decreasing,SigPositive,Dry,VeryWet,Dry,PartInhibit,Weak,May15_Jun14,LV,HighEvrywher,None,Decreasing,Weak,Weak,Westerly,NIL,Wet,Clear,CThruK,N5GtLIGt_8,Stability,LessUnstable,StrongUp,StronUp,Down,StrongUp,StrongUp,Clear,Weak,Some,Strong,ACEFK,CDEJ,DecCapIncIns,None,E,LessThanAve,LessUnstable,E,NIL
LVorOther,PartInhibit,PC,Clear,Strong,NIL,NIL,VeryMoist,ModerateOrLe,DryMMoistL,WeakPos,Stable,NoMajor,Other,SWQuad,LessThanAve,LittleChange,PosToNeg,Neutral,Neutral,Dry,PartInhibit,Weak,Jul16_Aug10,DenvCyclone,LowMtsHighPl,DenvCyclone,LittleChange,None,Strong,StrongWest,NIL,Neutral,Cloudy,AB,N1GtLIGt_4,Instability,Average,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,Weak,Marked,Strong,B,ABI,LittleChange,None,B,LessThanAve,Average,B,NIL
Westerly,PartInhibit,PC,PC,None,NIL,NIL,Average,CloseToDryAd,DryMMoistL,Neutral,ModerateOrLe,NoMajor,QStationary,SWQuad,LessThanAve,LittleChange,SigNegative,Neutral,Dry,Dry,Stifling,Strong,Jul2_Jul15,E_NE,Other,E_W_S,Decreasing,None,None,Other,NIL,Dry,PC,CThruK,N1GtLIGt_4,Neutral,LessUnstable,Neutral,Neutral,Neutral,Neutral,Neutral,PC,None,None,None,HI,ABI,LittleChange,None,I,LessThanAve,LessUnstable,I,NIL
Westerly,PartInhibit,PC,PC,Weak,SIG,SIG,Average,Steep,MoistMDryL,Negative,CloseToDryAd,NoMajor,None,SWQuad,Average,Decreasing,SigNegative,Dry,VeryWet,VeryWet,TotalInhibit,Moderate,Aug11_Aug20,LongAnticyc,LowNHighS,None,Decreasing,Strong,None,Other,NIL,Wet,PC,CThruK,LILt_8,Instability,MoreUnstable,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,Weak,None,Strong,ACEFK,CDEJ,DecCapIncIns,None,E,LessThanAve,Average,E,NIL
LVorOther,PartInhibit,Clear,Clear,None,SVR,SVR,Average,Steep,DryMMoistL,Negative,ModerateOrLe,NoMajor,Other,LV,Average,LittleChange,LittleChange,Dry,Neutral,Wet,PartInhibit,Moderate,May15_Jun14,LV,LowAtStation,DryLine,Increasing,None,Strong,StrongWest,NIL,Wet,Clear,CThruK,N5GtLIGt_8,Neutral,Average,Neutral,StronUp,StrongUp,StrongUp,StrongUp,Clear,Weak,Marked,Strong,GJ,CDEJ,LittleChange,None,J,Average,Average,J,NIL
LVorOther,PartInhibit,PC,PC,None,SIG,NIL,Average,ModerateOrLe,Other,Neutral,Steep,MarkedUpper,QStationary,SWQuad,Average,LittleChange,PosToNeg,Neutral,Wet,Wet,Stifling,Weak,Aug20_Sep15,DenvCyclone,LowNHighS,MovingFtorOt,LittleChange,None,None,Other,SIG,Wet,PC,CThruK,N5GtLIGt_8,Stability,MoreUnstable,WeakUp,Neutral,Down,Neutral,Neutral,Clear,Weak,Some,Strong,ACEFK,K,LittleChange,Slight,K,Average,MoreUnstable,K,SIG
Westerly,None,PC,PC,Weak,SIG,SIG,Average,Steep,DryMMoistL,WeakPos,Steep,StrongFront,None,AllElse,LessThanAve,Decreasing,LittleChange,Dry,Neutral,VeryWet,PartInhibit,Unfavorable,Aug11_Aug20,DenvCyclone,LowMtsHighPl,E_W_S,LittleChange,Strong,Weak,Westerly,NIL,VeryWet,PC,AB,N5GtLIGt_8,Instability,MoreUnstable,Neutral,StronUp,Neutral,WeakUp,WeakUp,PC,Weak,Marked,Strong,B,ABI,DecCapIncIns,None,B,LessThanAve,MoreUnstable,B,NIL
Westerly,PartInhibit,PC,Clear,None,SIG,NIL,Dry,ModerateOrLe,Other,Negative,CloseToDryAd,OtherRapid,None,SWQuad,LessThanAve,Increasing,SigNegative,Dry,VeryWet,Wet,PartInhibit,Weak,May15_Jun14,WidespdDnsl,LowAtStation,DryLine,Decreasing,Weak,None,Other,SIG,Dry,PC,CThruK,N5GtLIGt_8,Neutral,Average,WeakUp,Down,Neutral,Down,Down,Clear,None,None,None,ACEFK,CDEJ,IncCapDecIns,None,E,LessThanAve,LessUnstable,E,SIG
LVorOther,PartInhibit,PC,PC,None,NIL,NIL,Average,CloseToDryAd,Other,Negative,CloseToDryAd,NoMajor,Other,LV,Average,Decreasing,LittleChange,Wet,Dry,Dry,PartInhibit,Weak,Jul16_Aug10,LV,Other,DryLine,Decreasing,Weak,None,StrongWest,NIL,VeryWet,PC,CThruK,N5GtLIGt_8,Neutral,MoreUnstable,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Cloudy,Weak,None,None,GJ,CDEJ,DecCapIncIns,None,J,LessThanAve,MoreUnstable,J,NIL
Westerly,PartInhibit,Clear,PC,Weak,NIL,NIL,Dry,CloseToDryAd,DryMMoistL,WeakPos,CloseToDryAd,MarkedUpper,Moving,SWQuad,Average,LittleChange,SigNegative,Neutral,Neutral,Neutral,None,Weak,Aug20_Sep15,SEQuad,LowSHighN,DenvCyclone,LittleChange,Weak,Strong,StrongWest,NIL,Neutral,Clear,CThruK,N5GtLIGt_8,Instability,MoreUnstable,StrongUp,Down,Neutral,Neutral,Neutral,Clear,Strong,Marked,Strong,D,CDEJ,LittleChange,Slight,D,Average,MoreUnstable,D,NIL
Westerly,PartInhibit,PC,PC,Strong,SIG,SIG,Dry,Steep,DryMMoistL,Negative,Steep,NoMajor,Other,SWQuad,LessThanAve,Decreasing,LittleChange,VeryWet,Wet,VeryWet,PartInhibit,Moderate,Jul16_Aug10,DenvCyclone,LowNHighS,DenvCyclone,Decreasing,None,Weak,Other,SIG,VeryWet,PC,AB,N1GtLIGt_4,Stability,LessUnstable,Down,StronUp,Neutral,StrongUp,StrongUp,PC,Weak,None,Strong,B,ABI,DecCapIncIns,Slight,B,LessThanAve,LessUnstable,B,SIG
Westerly,PartInhibit,Clear,Cloudy,None,NIL,NIL,VeryMoist,Steep,MoistMDryL,Negative,Steep,NoMajor,Other,NWQuad,LessThanAve,Decreasing,SigNegative,Neutral,VeryWet,Wet,TotalInhibit,Unfavorable,Jul2_Jul15,LongAnticyc,HighEvrywher,E_W_S,Decreasing,None,Weak,Other,NIL,VeryWet,Clear,CThruK,N1GtLIGt_4,Instability,MoreUnstable,Down,Neutral,WeakUp,WeakUp,WeakUp,PC,None,None,Weak,ACEFK,CDEJ,DecCapIncIns,None,C,LessThanAve,Average,C,NIL
LVorOther,PartInhibit,PC,PC,Weak,SIG,SIG,VeryMoist,Steep,Other,Neutral,Stable,OtherRapid,None,SWQuad,LessThanAve,LittleChange,PosToNeg,Wet,Dry,Neutral,PartInhibit,Weak,May15_Jun14,SEQuad,LowMtsHighPl,MovingFtorOt,Increasing,None,Strong,DCVZFavor,NIL,Neutral,PC,AB,N1GtLIGt_4,Neutral,MoreUnstable,StrongUp,Down,Neutral,Neutral,Neutral,PC,Strong,Marked,Strong,ACEFK,ABI,LittleChange,None,A,LessThanAve,MoreUnstable,A,SIG
Westerly,PartInhibit,Clear,PC,Weak,NIL,NIL,VeryMoist,Steep,Other,Neutral,Steep,StrongFront,QStationary,SWQuad,LessThanAve,Decreasing,PosToNeg,Neutral,Neutral,Neutral,PartInhibit,Moderate,May15_Jun14,LV,Other,MovingFtorOt,LittleChange,None,None,DCVZFavor,NIL,Neutral,PC,AB,N1GtLIGt_4,Instability,MoreUnstable,Down,Down,Neutral,Neutral,Neutral,PC,None,None,Weak,ACEFK,ABI,DecCapIncIns,None,A,LessThanAve,MoreUnstable,A,NIL
Westerly,Stifling,PC,PC,None,NIL,NIL,VeryMoist,CloseToDryAd,DryMMoistL,WeakPos,Steep,MarkedUpper,Other,SWQuad,Average,LittleChange,NegToPos,Dry,Wet,VeryWet,PartInhibit,Unfavorable,Aug20_Sep15,DenvCyclone,LowMtsHighPl,DenvCyclone,LittleChange,None,None,Other,NIL,VeryWet,PC,AB,N1GtLIGt_4,Instability,LessUnstable,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Cloudy,None,None,None,ACEFK,ABI,LittleChange,None,A,Average,LessUnstable,A,NIL
Westerly,PartInhibit,PC,PC,Weak,SIG,SIG,Average,ModerateOrLe,DryMMoistL,Negative,ModerateOrLe,MarkedUpper,Moving,NWQuad,Average,Increasing,SigPositive,Wet,Neutral,Wet,None,Moderate,Jun15_Jul1,WidespdDnsl,LowSHighN,DryLine,Decreasing,Weak,Strong,StrongWest,NIL,VeryWet,PC,CThruK,N1GtLIGt_4,Neutral,Average,WeakUp,Neutral,Down,Neutral,Neutral,Cloudy,Strong,None,Weak,D,CDEJ,IncCapDecIns,Moderate,D,MoreThanAve,Average,D,NIL
LVorOther,PartInhibit,PC,PC,Strong,SIG,SIG,Dry,CloseToDryAd,MoistMDryL,WeakPos,Steep,MarkedUpper,QStationary,NWQuad,LessThanAve,LittleChange,SigPositive,VeryWet,Wet,VeryWet,PartInhibit,Strong,Jun15_Jul1,LongAnticyc,LowEvrywhere,DryLine,LittleChange,Weak,Weak,DCVZFavor,NIL,Neutral,Cloudy,CThruK,N1GtLIGt_4,Stability,LessUnstable,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,Weak,Marked,Strong,ACEFK,CDEJ,LittleChange,Slight,C,LessThanAve,LessUnstable,C,NIL
Westerly,Stifling,Clear,PC,None,SIG,NIL,VeryMoist,Steep,MoistMDryL,WeakPos,CloseToDryAd,StrongFront,Other,LV,MoreThanAve,LittleChange,SigNegative,Neutral,Neutral,Wet,PartInhibit,Moderate,Jul2_Jul15,SEQuad,LowSHighN,DryLine,LittleChange,Weak,None,Other,SIG,Wet,Clear,CThruK,N1GtLIGt_4,Neutral,Average,Neutral,StronUp,Neutral,WeakUp,WeakUp,Clear,Weak,None,None,D,CDEJ,LittleChange,None,D,MoreThanAve,Average,D,SIG
Westerly,Stifling,Cloudy,PC,Weak,SIG,SIG,VeryMoist,ModerateOrLe,Other,WeakPos,ModerateOrLe,StrongFront,Moving,AllElse,MoreThanAve,LittleChange,SigPositive,Neutral,Wet,Neutral,PartInhibit,Moderate,Aug20_Sep15,SEQuad,Other,MovingFtorOt,Increasing,None,Strong,StrongWest,NIL,Neutral,Cloudy,CThruK,LIGt0,Instability,Average,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,PC,Weak,Some,Strong,ACEFK,K,LittleChange,Slight,K,MoreThanAve,MoreUnstable,K,NIL
Westerly,None,PC,PC,None,SIG,SIG,Average,ModerateOrLe,Other,WeakPos,ModerateOrLe,NoMajor,None,SWQuad,Average,Increasing,LittleChange,Neutral,Neutral,Neutral,PartInhibit,Moderate,Aug11_Aug20,WidespdDnsl,LowMtsHighPl,DryLine,Increasing,None,None,Westerly,NIL,Wet,PC,CThruK,N1GtLIGt_4,Instability,MoreUnstable,StrongUp,Down,Neutral,Down,Down,Clear,None,None,Weak,ACEFK,CDEJ,IncCapDecIns,Strong,E,MoreThanAve,MoreUnstable,E,NIL
Westerly,TotalInhibit,PC,Clear,None,NIL,NIL,Average,Steep,MoistMDryL,Negative,CloseToDryAd,NoMajor,None,AllElse,Average,Increasing,SigNegative,Wet,Neutral,Neutral,TotalInhibit,Unfavorable,Jun15_Jul1,LV,LowAtStation,None,Decreasing,Strong,None,Westerly,NIL,Neutral,Clear,CThruK,N5GtLIGt_8,Instability,Average,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,None,None,None,ACEFK,CDEJ,IncCapDecIns,None,E,MoreThanAve,LessUnstable,E,NIL
LVorOther,None,Clear,PC,Weak,SVR,SVR,Dry,CloseToDryAd,Other,Negative,CloseToDryAd,MarkedUpper,Other,NWQuad,LessThanAve,LittleChange,SigPositive,Neutral,Dry,Wet,None,Moderate,Jul16_Aug10,WidespdDnsl,LowEvrywhere,E_W_N,Increasing,Weak,None,Westerly,SIG,VeryWet,Clear,CThruK,LIGt0,Instability,MoreUnstable,StrongUp,Down,WeakUp,Neutral,Neutral,Clear,Weak,Marked,Strong,ACEFK,CDEJ,LittleChange,Strong,C,LessThanAve,MoreUnstable,C,SIG
Westerly,None,PC,PC,None,NIL,NIL,Average,Steep,MoistMDryL,Negative,CloseToDryAd,NoMajor,None,SWQuad,LessThanAve,Increasing,PosToNeg,Neutral,Wet,Wet,PartInhibit,Moderate,Aug11_Aug20,WidespdDnsl,LowNHighS,None,LittleChange,None,None,StrongWest,NIL,VeryWet,PC,CThruK,N1GtLIGt_4,Stability,LessUnstable,StrongUp,Down,Neutral,WeakUp,WeakUp,PC,Weak,None,None,ACEFK,CDEJ,IncCapDecIns,None,E,LessThanAve,LessUnstable,E,NIL
Westerly,PartInhibit,Clear,PC,Weak,NIL,NIL,Average,Steep,MoistMDryL,Neutral,Steep,NoMajor,None,AllElse,Average,Decreasing,LittleChange,Dry,VeryWet,Neutral,PartInhibit,Strong,Aug20_Sep15,LV,HighEvrywher,None,LittleChange,None,Strong,Westerly,NIL,Wet,PC,CThruK,N5GtLIGt_8,Instability,MoreUnstable,Neutral,Neutral,StrongUp,StrongUp,StrongUp,Cloudy,Strong,Some,Strong,ACEFK,CDEJ,DecCapIncIns,Moderate,E,LessThanAve,MoreUnstable,E,NIL
